System,Complexity,NDCG@10,Recall@10,Query
vector_only,Complex,1.0,1.0,Does Israeli law require a specific license for ea...
fixed_rrf,Complex,1.0,1.0,Does Israeli law require a specific license for ea...
adaptive_fixed,Complex,1.0,1.0,Does Israeli law require a specific license for ea...
qalf,Complex,1.0,1.0,Does Israeli law require a specific license for ea...
vector_only,Complex,0.6309297535714575,1.0,How does the TGA relate to the mandatory reporting...
fixed_rrf,Complex,1.0,1.0,How does the TGA relate to the mandatory reporting...
adaptive_fixed,Complex,1.0,1.0,How does the TGA relate to the mandatory reporting...
qalf,Complex,1.0,1.0,How does the TGA relate to the mandatory reporting...
vector_only,Complex,0.0,0.0,How many countries or institutions are listed on t...
fixed_rrf,Complex,0.0,0.0,How many countries or institutions are listed on t...
adaptive_fixed,Complex,0.0,0.0,How many countries or institutions are listed on t...
qalf,Complex,0.0,0.0,How many countries or institutions are listed on t...
vector_only,Simple,0.0,0.0,How many pages does the document have?...
fixed_rrf,Simple,0.0,0.0,How many pages does the document have?...
adaptive_fixed,Simple,0.0,0.0,How many pages does the document have?...
qalf,Simple,0.0,0.0,How many pages does the document have?...
vector_only,Complex,0.0,0.0,"What is the significance of the Basic Laws, such a..."
fixed_rrf,Complex,0.0,0.0,"What is the significance of the Basic Laws, such a..."
adaptive_fixed,Complex,0.0,0.0,"What is the significance of the Basic Laws, such a..."
qalf,Complex,0.0,0.0,"What is the significance of the Basic Laws, such a..."
vector_only,Simple,0.0,0.0,What is the most common abbreviation in the docume...
fixed_rrf,Simple,0.0,0.0,What is the most common abbreviation in the docume...
adaptive_fixed,Simple,0.0,0.0,What is the most common abbreviation in the docume...
qalf,Simple,0.0,0.0,What is the most common abbreviation in the docume...
vector_only,Simple,0.0,0.0,How many words does the document have in total?...
fixed_rrf,Simple,0.0,0.0,How many words does the document have in total?...
adaptive_fixed,Simple,0.0,0.0,How many words does the document have in total?...
qalf,Simple,0.0,0.0,How many words does the document have in total?...
vector_only,Complex,0.0,0.0,On which page does the report present the first ta...
fixed_rrf,Complex,0.0,0.0,On which page does the report present the first ta...
adaptive_fixed,Complex,0.0,0.0,On which page does the report present the first ta...
qalf,Complex,0.0,0.0,On which page does the report present the first ta...
vector_only,Complex,0.5,1.0,Has a bill been introduced in the US Senate to rev...
fixed_rrf,Complex,1.0,1.0,Has a bill been introduced in the US Senate to rev...
adaptive_fixed,Complex,1.0,1.0,Has a bill been introduced in the US Senate to rev...
qalf,Complex,1.0,1.0,Has a bill been introduced in the US Senate to rev...
vector_only,Complex,1.0,1.0,On what date did President Biden sign the National...
fixed_rrf,Complex,1.0,1.0,On what date did President Biden sign the National...
adaptive_fixed,Complex,1.0,1.0,On what date did President Biden sign the National...
qalf,Complex,1.0,1.0,On what date did President Biden sign the National...
vector_only,Complex,0.5,1.0,Does the Environment Act 2021 stipulate that the S...
fixed_rrf,Complex,0.6309297535714575,1.0,Does the Environment Act 2021 stipulate that the S...
adaptive_fixed,Complex,0.6309297535714575,1.0,Does the Environment Act 2021 stipulate that the S...
qalf,Complex,1.0,1.0,Does the Environment Act 2021 stipulate that the S...
vector_only,Complex,1.0,1.0,Did the D.C. Circuit Court find that generation sh...
fixed_rrf,Complex,1.0,1.0,Did the D.C. Circuit Court find that generation sh...
adaptive_fixed,Complex,1.0,1.0,Did the D.C. Circuit Court find that generation sh...
qalf,Complex,1.0,1.0,Did the D.C. Circuit Court find that generation sh...
vector_only,Simple,0.43067655807339306,1.0,How does the Paris Agreement aim to address climat...
fixed_rrf,Simple,0.3010299956639812,1.0,How does the Paris Agreement aim to address climat...
adaptive_fixed,Simple,0.3010299956639812,1.0,How does the Paris Agreement aim to address climat...
qalf,Simple,0.31546487678572877,1.0,How does the Paris Agreement aim to address climat...
vector_only,Complex,1.0,1.0,Is there a research collaboration between the UK a...
fixed_rrf,Complex,1.0,1.0,Is there a research collaboration between the UK a...
adaptive_fixed,Complex,1.0,1.0,Is there a research collaboration between the UK a...
qalf,Complex,1.0,1.0,Is there a research collaboration between the UK a...
vector_only,Complex,0.6309297535714575,1.0,Are Welsh ministers required to consult the natura...
fixed_rrf,Complex,1.0,1.0,Are Welsh ministers required to consult the natura...
adaptive_fixed,Complex,1.0,1.0,Are Welsh ministers required to consult the natura...
qalf,Complex,1.0,1.0,Are Welsh ministers required to consult the natura...
vector_only,Complex,1.0,1.0,Did President Donald J. Trump withdraw the US from...
fixed_rrf,Complex,1.0,1.0,Did President Donald J. Trump withdraw the US from...
adaptive_fixed,Complex,1.0,1.0,Did President Donald J. Trump withdraw the US from...
qalf,Complex,1.0,1.0,Did President Donald J. Trump withdraw the US from...
vector_only,Simple,0.0,0.0,Which institution issued the report?...
fixed_rrf,Simple,0.0,0.0,Which institution issued the report?...
adaptive_fixed,Simple,0.0,0.0,Which institution issued the report?...
qalf,Simple,0.0,0.0,Which institution issued the report?...
vector_only,Simple,0.0,0.0,How many words in total does the report have?...
fixed_rrf,Simple,0.0,0.0,How many words in total does the report have?...
adaptive_fixed,Simple,0.0,0.0,How many words in total does the report have?...
qalf,Simple,0.0,0.0,How many words in total does the report have?...
vector_only,Simple,0.0,0.0,What is the primary focus of Section V?...
fixed_rrf,Simple,0.0,0.0,What is the primary focus of Section V?...
adaptive_fixed,Simple,0.0,0.0,What is the primary focus of Section V?...
qalf,Simple,0.0,0.0,What is the primary focus of Section V?...
vector_only,Complex,0.6309297535714575,1.0,Is the establishment of administrative organs and ...
fixed_rrf,Complex,1.0,1.0,Is the establishment of administrative organs and ...
adaptive_fixed,Complex,1.0,1.0,Is the establishment of administrative organs and ...
qalf,Complex,1.0,1.0,Is the establishment of administrative organs and ...
vector_only,Complex,0.43067655807339306,1.0,What is the hierarchical status of CBKs that are n...
fixed_rrf,Complex,1.0,1.0,What is the hierarchical status of CBKs that are n...
adaptive_fixed,Complex,1.0,1.0,What is the hierarchical status of CBKs that are n...
qalf,Complex,1.0,1.0,What is the hierarchical status of CBKs that are n...
vector_only,Simple,0.0,0.0,What is the most common abbreviation in the report...
fixed_rrf,Simple,0.0,0.0,What is the most common abbreviation in the report...
adaptive_fixed,Simple,0.0,0.0,What is the most common abbreviation in the report...
qalf,Simple,0.0,0.0,What is the most common abbreviation in the report...
vector_only,Simple,0.0,0.0,How many pages does the document have?...
fixed_rrf,Simple,0.0,0.0,How many pages does the document have?...
adaptive_fixed,Simple,0.0,0.0,How many pages does the document have?...
qalf,Simple,0.0,0.0,How many pages does the document have?...
vector_only,Complex,0.6309297535714575,1.0,What European standard must structural elements of...
fixed_rrf,Complex,1.0,1.0,What European standard must structural elements of...
adaptive_fixed,Complex,1.0,1.0,What European standard must structural elements of...
qalf,Complex,1.0,1.0,What European standard must structural elements of...
vector_only,Complex,1.0,1.0,What must be done to mass timber with rectangular ...
fixed_rrf,Complex,1.0,1.0,What must be done to mass timber with rectangular ...
adaptive_fixed,Complex,1.0,1.0,What must be done to mass timber with rectangular ...
qalf,Complex,1.0,1.0,What must be done to mass timber with rectangular ...
vector_only,Complex,0.0,0.0,How many countries are listed on the cover of the ...
fixed_rrf,Complex,0.0,0.0,How many countries are listed on the cover of the ...
adaptive_fixed,Complex,0.0,0.0,How many countries are listed on the cover of the ...
qalf,Complex,0.0,0.0,How many countries are listed on the cover of the ...
vector_only,Simple,0.0,0.0,When was the report released?...
fixed_rrf,Simple,0.0,0.0,When was the report released?...
adaptive_fixed,Simple,0.0,0.0,When was the report released?...
qalf,Simple,0.0,0.0,When was the report released?...
vector_only,Simple,0.0,0.0,When was the document publicly released?...
fixed_rrf,Simple,0.0,0.0,When was the document publicly released?...
adaptive_fixed,Simple,0.0,0.0,When was the document publicly released?...
qalf,Simple,0.0,0.0,When was the document publicly released?...
vector_only,Simple,0.0,0.0,How many figures are there in the frontpage?...
fixed_rrf,Simple,0.0,0.0,How many figures are there in the frontpage?...
adaptive_fixed,Simple,0.0,0.0,How many figures are there in the frontpage?...
qalf,Simple,0.0,0.0,How many figures are there in the frontpage?...
vector_only,Simple,0.0,0.0,On what date was the newspaper released?...
fixed_rrf,Simple,0.0,0.0,On what date was the newspaper released?...
adaptive_fixed,Simple,0.0,0.0,On what date was the newspaper released?...
qalf,Simple,0.0,0.0,On what date was the newspaper released?...
vector_only,Complex,0.3333333333333333,1.0,Has Austria's chancellor visited President Vladimi...
fixed_rrf,Complex,0.43067655807339306,1.0,Has Austria's chancellor visited President Vladimi...
adaptive_fixed,Complex,0.43067655807339306,1.0,Has Austria's chancellor visited President Vladimi...
qalf,Complex,0.0,0.0,Has Austria's chancellor visited President Vladimi...
vector_only,Simple,0.5,1.0,Are hearing aids covered by basic Medicare?...
fixed_rrf,Simple,0.6309297535714575,1.0,Are hearing aids covered by basic Medicare?...
adaptive_fixed,Simple,0.6309297535714575,1.0,Are hearing aids covered by basic Medicare?...
qalf,Simple,1.0,1.0,Are hearing aids covered by basic Medicare?...
vector_only,Complex,0.43067655807339306,1.0,"How many Americans experience hearing loss, accord..."
fixed_rrf,Complex,1.0,1.0,"How many Americans experience hearing loss, accord..."
adaptive_fixed,Complex,1.0,1.0,"How many Americans experience hearing loss, accord..."
qalf,Complex,1.0,1.0,"How many Americans experience hearing loss, accord..."
vector_only,Simple,0.0,0.0,Is there a DJ involved in the cleanup events organ...
fixed_rrf,Simple,0.0,0.0,Is there a DJ involved in the cleanup events organ...
adaptive_fixed,Simple,0.0,0.0,Is there a DJ involved in the cleanup events organ...
qalf,Simple,0.0,0.0,Is there a DJ involved in the cleanup events organ...
vector_only,Complex,1.0,1.0,Was Liz Cheney defeated in her primary by Harriet ...
fixed_rrf,Complex,1.0,1.0,Was Liz Cheney defeated in her primary by Harriet ...
adaptive_fixed,Complex,1.0,1.0,Was Liz Cheney defeated in her primary by Harriet ...
qalf,Complex,1.0,1.0,Was Liz Cheney defeated in her primary by Harriet ...
vector_only,Simple,1.0,1.0,Did the Colorado River's water levels reach their ...
fixed_rrf,Simple,1.0,1.0,Did the Colorado River's water levels reach their ...
adaptive_fixed,Simple,1.0,1.0,Did the Colorado River's water levels reach their ...
qalf,Simple,1.0,1.0,Did the Colorado River's water levels reach their ...
vector_only,Complex,1.0,1.0,What method is used by the model to aggregate indi...
fixed_rrf,Complex,1.0,1.0,What method is used by the model to aggregate indi...
adaptive_fixed,Complex,1.0,1.0,What method is used by the model to aggregate indi...
qalf,Complex,1.0,1.0,What method is used by the model to aggregate indi...
vector_only,Complex,1.0,1.0,How many total claims are reported by Snopes accor...
fixed_rrf,Complex,1.0,1.0,How many total claims are reported by Snopes accor...
adaptive_fixed,Complex,1.0,1.0,How many total claims are reported by Snopes accor...
qalf,Complex,1.0,1.0,How many total claims are reported by Snopes accor...
vector_only,Simple,1.0,1.0,What is the percentage of unverified claims out of...
fixed_rrf,Simple,0.38685280723454163,1.0,What is the percentage of unverified claims out of...
adaptive_fixed,Simple,0.38685280723454163,1.0,What is the percentage of unverified claims out of...
qalf,Simple,0.38685280723454163,1.0,What is the percentage of unverified claims out of...
vector_only,Complex,0.3333333333333333,1.0,Which configuration has the highest Macro Accuracy...
fixed_rrf,Complex,0.43067655807339306,1.0,Which configuration has the highest Macro Accuracy...
adaptive_fixed,Complex,0.43067655807339306,1.0,Which configuration has the highest Macro Accuracy...
qalf,Complex,0.5,1.0,Which configuration has the highest Macro Accuracy...
vector_only,Complex,0.6309297535714575,1.0,"In Figure 2b, which two groups of news sources doe..."
fixed_rrf,Complex,1.0,1.0,"In Figure 2b, which two groups of news sources doe..."
adaptive_fixed,Complex,1.0,1.0,"In Figure 2b, which two groups of news sources doe..."
qalf,Complex,1.0,1.0,"In Figure 2b, which two groups of news sources doe..."
vector_only,Simple,0.43067655807339306,1.0,How many figures are there in this paper?...
fixed_rrf,Simple,0.31546487678572877,1.0,How many figures are there in this paper?...
adaptive_fixed,Simple,0.31546487678572877,1.0,How many figures are there in this paper?...
